Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.81.146-104.108.250.189-51298-80-6,172.16.81.146,51298,104.108.250.189,80,6,29/09/2021 07:01:21 pm,38863,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,51.46283097033167,38863.0,0.0,38863.0,38863.0,0,0,0,0,0,38863.0,38863.0,0.0,38863.0,38863.0,0,0,0,0,0,40,0.0,51.46283097033167,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-23.32.177.192-51299-443-6,172.16.81.146,51299,23.32.177.192,443,6,29/09/2021 07:01:21 pm,38717,0,3,0.0,31.0,0,0,0,0,31.0,0.0,10.333333333333332,17.8978583448784,800.6818710127334,77.48534235607097,19358.5,27377.05324719956,38717.0,0.0,0,0,0,0,0,38717.0,19358.5,27377.05324719956,38717.0,0.0,0,0,0,0,0,60,0.0,77.48534235607097,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,0,1,0,0,0,0.0,10.333333333333334,0.0,10.333333333333334,0,0,0,0,0,0,0,0,3,31,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-104.108.250.189-51297-80-6,172.16.81.146,51297,104.108.250.189,80,6,29/09/2021 07:01:21 pm,39469,0,2,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,50.67267982467253,39469.0,0.0,39469.0,39469.0,0,0,0,0,0,39469.0,39469.0,0.0,39469.0,39469.0,0,0,0,0,0,40,0.0,50.67267982467253,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-23.32.177.192-51300-443-6,172.16.81.146,51300,23.32.177.192,443,6,29/09/2021 07:01:21 pm,39088,0,3,0.0,31.0,0,0,0,0,31.0,0.0,10.333333333333332,17.8978583448784,793.0822758902989,76.74989766680312,19544.0,27639.38986301977,39088.0,0.0,0,0,0,0,0,39088.0,19544.0,27639.38986301977,39088.0,0.0,0,0,0,0,0,60,0.0,76.74989766680312,0.0,31.0,7.75,15.500000000000002,240.25000000000003,1,0,0,0,1,0,0,0,0.0,10.333333333333334,0.0,10.333333333333334,0,0,0,0,0,0,0,0,3,31,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
142.250.194.195-172.16.81.146-443-58989-6,172.16.81.146,58989,142.250.194.195,443,6,29/09/2021 07:01:26 pm,5380209,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.18586638548799872,0.5575991564639962,2690104.5,3748004.6444368903,5340344.0,39865.0,0,0,0,0,0,39865.0,39865.0,0.0,39865.0,39865.0,0,0,0,0,20,52,0.18586638548799872,0.37173277097599744,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,261,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-74.125.158.166-51388-443-6,74.125.158.166,443,172.16.81.146,51388,6,29/09/2021 07:01:21 pm,10564130,83,42,116864.0,0.0,1408.0,1408.0,1408.0,0.0,0.0,0.0,0.0,0.0,11062.340202174717,11.832493541825025,85194.59677419355,948259.932100503,1.0559414E7,0.0,3813.0,46.5,80.34835421271153,514.0,0.0,1.056413E7,257661.7073170732,1649093.3266658569,1.0559466E7,13.0,0,0,0,0,1660,840,7.856775711771816,3.9757178300532083,0.0,1408.0,927.4920634920635,670.248189804723,449232.635936508,0,0,0,0,1,0,0,0,0.0,934.912,1408.0,0.0,0,0,0,0,0,0,83,116864,42,0,-1,32923,83,0,0,0,0,0,0,0,0,0,No Label
172.217.139.7-172.16.81.146-443-58930-6,172.16.81.146,58930,172.217.139.7,443,6,29/09/2021 07:01:20 pm,11174886,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.08948637149408056,0.2684591144822417,5587443.0,7843897.3399361875,1.1133916E7,40970.0,0,0,0,0,0,40970.0,40970.0,0.0,40970.0,40970.0,0,0,0,0,20,52,0.08948637149408056,0.17897274298816113,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,360,0,0,0,0,0,0,0,0,0,0,No Label
142.250.194.3-172.16.81.146-443-51480-6,172.16.81.146,51480,142.250.194.3,443,6,29/09/2021 07:01:25 pm,5678228,11,17,2474.0,1539.0,1146.0,0.0,224.90909090909088,455.4864332876347,314.0,0.0,90.52941176470591,113.3397093073842,706.7345657835508,4.9311158340242764,210304.7407407408,962508.9479347749,5017799.0,0.0,5678141.0,567814.1000000001,1581293.0979324381,5059698.0,25.0,5661697.0,353856.0625,1256365.3743072497,5056467.0,0.0,0,1,0,0,220,340,1.9372240776523943,2.993891756371882,0.0,1146.0,140.68965517241378,293.162449291987,85944.22167487686,0,0,0,1,1,0,0,0,1.0,145.71428571428572,224.9090909090909,90.52941176470588,0,0,0,0,0,0,11,2474,17,1539,-1,372,6,0,329383.0,0.0,329383.0,329383.0,5017799.0,0.0,5017799.0,5017799.0,No Label
172.217.167.237-172.16.81.146-443-64182-6,172.16.81.146,64182,172.217.167.237,443,6,29/09/2021 07:01:19 pm,12110490,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.0825730420486702,0.2477191261460106,6055245.0,8509909.903427297,1.207266E7,37830.0,0,0,0,0,0,37830.0,37830.0,0.0,37830.0,37830.0,0,0,0,0,20,52,0.0825730420486702,0.1651460840973404,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,280,0,0,0,0,0,0,0,0,0,0,No Label
142.250.194.170-172.16.81.146-443-56163-6,172.16.81.146,56163,142.250.194.170,443,6,29/09/2021 07:01:22 pm,8974587,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.11142574025969107,0.3342772207790732,4487293.5,6293217.118541557,8937270.0,37317.0,0,0,0,0,0,37317.0,37317.0,0.0,37317.0,37317.0,0,0,0,0,20,52,0.11142574025969107,0.22285148051938214,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,266,0,0,0,0,0,0,0,0,0,0,No Label
142.250.194.2-172.16.81.146-443-50724-6,172.16.81.146,50724,142.250.194.2,443,6,29/09/2021 07:01:22 pm,9144808,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.10935166708803509,0.3280550012641053,4572404.0,6413629.625203033,9107525.0,37283.0,0,0,0,0,0,37283.0,37283.0,0.0,37283.0,37283.0,0,0,0,0,20,52,0.10935166708803509,0.21870333417607019,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,266,0,0,0,0,0,0,0,0,0,0,No Label
142.250.207.206-172.16.81.146-443-58074-6,172.16.81.146,58074,142.250.207.206,443,6,29/09/2021 07:01:26 pm,5518965,6,11,78.0,640.0,39.0,0.0,13.0,20.139513400278567,401.0,0.0,58.18181818181818,116.63431586100052,130.0968569287901,3.0802876988710746,344935.3125,1332586.0414630754,5341604.0,1.0,5518873.0,1103774.6,2395684.2823451925,5388794.0,260.0,177361.0,17736.1,30739.89926770888,87933.0,1.0,0,1,0,0,120,220,1.0871603643074381,1.9931273345636367,0.0,401.0,62.16666666666667,125.45224073679336,15738.264705882353,0,0,0,1,1,0,0,0,1.0,65.82352941176471,13.0,58.18181818181818,0,0,0,0,0,0,6,78,11,640,-1,1073,2,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-216.58.196.100-51502-443-6,172.16.81.146,51502,216.58.196.100,443,6,29/09/2021 07:01:26 pm,4855761,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.20594094313949965,0.617822829418499,2427880.5,3378500.3390736105,4816841.0,38920.0,0,0,0,0,0,38920.0,38920.0,0.0,38920.0,38920.0,0,0,0,0,20,52,0.20594094313949965,0.4118818862789993,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,272,0,0,0,0,0,0,0,0,0,0,No Label
172.217.166.238-172.16.81.146-443-50258-6,172.16.81.146,50258,172.217.166.238,443,6,29/09/2021 07:01:26 pm,5103330,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.1959504872308865,0.5878514616926596,2551665.0,3555581.7973929388,5065841.0,37489.0,0,0,0,0,0,37489.0,37489.0,0.0,37489.0,37489.0,0,0,0,0,20,52,0.1959504872308865,0.391900974461773,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,269,0,0,0,0,0,0,0,0,0,0,No Label
142.250.194.195-172.16.81.146-443-55193-6,172.16.81.146,55193,142.250.194.195,443,6,29/09/2021 07:01:24 pm,7162801,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.13961018880742324,0.41883056642226973,3581400.5,5010703.608378019,7124503.0,38298.0,0,0,0,0,0,38298.0,38298.0,0.0,38298.0,38298.0,0,0,0,0,20,52,0.13961018880742324,0.27922037761484647,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,272,0,0,0,0,0,0,0,0,0,0,No Label
142.250.206.161-172.16.81.146-443-54807-6,172.16.81.146,54807,142.250.206.161,443,6,29/09/2021 07:01:23 pm,7829435,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.12772313711014907,0.3831694113304472,3914717.5,5478106.847596576,7788324.0,41111.0,0,0,0,0,0,41111.0,41111.0,0.0,41111.0,41111.0,0,0,0,0,20,52,0.12772313711014907,0.25544627422029814,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,266,0,0,0,0,0,0,0,0,0,0,No Label
142.250.195.3-172.16.81.146-443-49236-6,172.16.81.146,49236,142.250.195.3,443,6,29/09/2021 07:01:26 pm,4717229,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.2119888604093632,0.6359665812280897,2358614.5,3282965.970294621,4680022.0,37207.0,0,0,0,0,0,37207.0,37207.0,0.0,37207.0,37207.0,0,0,0,0,20,52,0.2119888604093632,0.4239777208187264,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,279,0,0,0,0,0,0,0,0,0,0,No Label
142.250.206.142-172.16.81.146-443-65120-6,172.16.81.146,65120,142.250.206.142,443,6,29/09/2021 07:01:29 pm,1725698,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.5794756672372571,1.7384270017117711,862849.0,1164443.6482681332,1686235.0,39463.0,0,0,0,0,0,39463.0,39463.0,0.0,39463.0,39463.0,0,0,0,0,20,52,0.5794756672372571,1.1589513344745141,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,265,0,0,0,0,0,0,0,0,0,0,No Label
172.16.81.146-216.58.200.170-57849-443-6,172.16.81.146,57849,216.58.200.170,443,6,29/09/2021 07:01:26 pm,5459163,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.18317826377413532,0.549534791322406,2729581.5,3801225.743429677,5417454.0,41709.0,0,0,0,0,0,41709.0,41709.0,0.0,41709.0,41709.0,0,0,0,0,20,52,0.18317826377413532,0.36635652754827064,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,266,0,0,0,0,0,0,0,0,0,0,No Label
172.217.166.195-172.16.81.146-443-60572-6,172.16.81.146,60572,172.217.166.195,443,6,29/09/2021 07:01:21 pm,10550586,7,9,479.0,242.0,366.0,0.0,68.42857142857143,132.5680418286614,68.0,0.0,26.888888888888886,28.16222844717923,68.33743642296267,1.516503443505413,703372.4,2678507.6543033333,1.0385368E7,0.0,1.0550563E7,1758427.1666666667,4246745.16731901,1.0426777E7,14.0,165218.0,20652.25,30639.05474926685,81139.0,0.0,0,1,0,0,140,180,0.6634702565336182,0.8530331869717949,0.0,366.0,46.411764705882355,86.26996785058621,7442.507352941178,0,0,0,1,1,0,0,0,1.0,49.3125,68.42857142857143,26.88888888888889,0,0,0,0,0,0,7,479,9,242,-1,354,4,0,0,0,0,0,0,0,0,0,No Label
142.250.192.246-172.16.81.146-443-57016-6,172.16.81.146,57016,142.250.192.246,443,6,29/09/2021 07:01:26 pm,5365623,1,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.7071067811865476,0.18637164780306031,0.559114943409181,2682811.5,3740001.6098874207,5327392.0,38231.0,0,0,0,0,0,38231.0,38231.0,0.0,38231.0,38231.0,0,0,0,0,20,52,0.18637164780306031,0.37274329560612063,0.0,1.0,0.5,0.5773502691896257,0.3333333333333333,0,0,0,0,1,0,0,0,2.0,0.6666666666666666,0.0,0.5,0,0,0,0,0,0,1,0,2,1,-1,318,0,0,0,0,0,0,0,0,0,0,No Label
